1083,55
1073,62
1058,71
1053,79
1046,83
1037,88
1034,93
1019,103
1014,107
994,122
984,131
976,134
970,143
962,145
955,152
950,157
943,162
932,166
925,176
920,180
911,186
903,193
896,203
889,211
879,216
870,223
855,231
847,240
827,253
823,262
800,284
792,288
785,293
775,299
773,304
751,320
746,329
701,358
692,363
673,372
657,375
653,376
641,379
628,376
614,376
600,376
584,376
550,376
543,374
512,375
479,374
457,379
424,379
375,379
358,380
348,381
326,384
309,383
303,382
268,384
234,381
222,381
215,381
207,381
189,385
162,385
113,393
93,397
72,397
36,404
27,405
5,408
2,410
