3,410
21,408
33,402
46,402
64,399
95,393
104,393
117,392
152,387
176,382
188,382
199,382
212,382
245,382
256,382
270,382
297,382
309,382
327,383
355,382
371,384
396,383
412,384
425,384
442,383
455,382
463,388
503,387
523,389
543,389
551,388
565,388
611,386
622,384
629,384
635,384
638,373
642,366
647,350
652,337
657,328
660,320
665,312
679,297
724,241
734,232
738,221
745,218
757,201
762,193
765,191
772,182
773,175
783,169
788,158
791,152
794,148
800,138
802,129
810,119
818,97
824,75
827,66
827,59
829,43
833,35
830,33
830,26
833,21
834,9
835,5
835,0
